,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee,home goals,away goals
940,Regular Season,Sun,2018-09-02,15:30,RB Leipzig,1.8,1 1,1.2,Düsseldorf,34975.0,Red Bull Arena,Marco Fritz,1,1
941,Regular Season,Sun,2018-09-02,18:00,Schalke 04,1.8,0 2,0.6,Hertha BSC,60181.0,Veltins-Arena,Sascha Stegemann,0,2
942,Regular Season,Fri,2018-09-14,20:30,Dortmund,0.9,3 1,0.3,Eint Frankfurt,81000.0,Signal Iduna Park,Benjamin Cortus,3,1
943,Regular Season,Sat,2018-09-15,15:30,RB Leipzig,2.3,3 2,1.2,Hannover 96,38937.0,Red Bull Arena,Robert Kampka,3,2
944,Regular Season,Sat,2018-09-15,15:30,Düsseldorf,1.5,2 1,2.3,Hoffenheim,40111.0,Merkur Spielarena,Tobias Stieler,2,1
945,Regular Season,Sat,2018-09-15,15:30,Wolfsburg,2.0,2 2,0.8,Hertha BSC,25090.0,Volkswagen Arena,Christian Dingert,2,2
946,Regular Season,Sat,2018-09-15,15:30,Bayern Munich,1.3,3 1,0.8,Leverkusen,75000.0,Allianz Arena,Tobias Welz,3,1
947,Regular Season,Sat,2018-09-15,15:30,Mainz 05,2.8,2 1,0.7,Augsburg,21105.0,Opel Arena,Martin Petersen,2,1
948,Regular Season,Sat,2018-09-15,18:30,M'Gladbach,1.3,2 1,1.6,Schalke 04,54022.0,Stadion im Borussia-Park,Manuel Gräfe,2,1
949,Regular Season,Sun,2018-09-16,15:30,Werder Bremen,0.7,1 1,1.0,Nürnberg,42100.0,Weserstadion,Daniel Schlager,1,1
950,Regular Season,Sun,2018-09-16,18:00,Freiburg,1.1,3 3,1.0,Stuttgart,24000.0,Schwarzwald-Stadion,Deniz Aytekin,3,3
951,Regular Season,Fri,2018-09-21,20:30,Stuttgart,1.4,0 0,0.9,Düsseldorf,54410.0,Mercedes-Benz Arena,Robert Hartmann,0,0
952,Regular Season,Sat,2018-09-22,15:30,Hoffenheim,2.1,1 1,1.3,Dortmund,30150.0,PreZero Arena,Harm Osmers,1,1
953,Regular Season,Sat,2018-09-22,15:30,Hertha BSC,2.8,4 2,2.2,M'Gladbach,51852.0,Olympiastadion Berlin,Markus Schmidt,4,2
954,Regular Season,Sat,2018-09-22,15:30,Nürnberg,1.2,2 0,0.7,Hannover 96,36736.0,Max-Morlock-Stadion,Bastian Dankert,2,0
955,Regular Season,Sat,2018-09-22,15:30,Wolfsburg,0.7,1 3,2.0,Freiburg,23011.0,Volkswagen Arena,Sascha Stegemann,1,3
956,Regular Season,Sat,2018-09-22,15:30,Augsburg,2.2,2 3,1.5,Werder Bremen,28434.0,WWK Arena,Felix Zwayer,2,3
957,Regular Season,Sat,2018-09-22,18:30,Schalke 04,0.4,0 2,2.4,Bayern Munich,62271.0,Veltins-Arena,Daniel Siebert,0,2
958,Regular Season,Sun,2018-09-23,15:30,Leverkusen,1.3,1 0,0.8,Mainz 05,27473.0,BayArena,Marco Fritz,1,0
959,Regular Season,Sun,2018-09-23,18:00,Eint Frankfurt,1.6,1 1,1.5,RB Leipzig,43800.0,Commerzbank-Arena,Felix Brych,1,1
960,Regular Season,Tue,2018-09-25,18:30,Werder Bremen,2.5,3 1,1.0,Hertha BSC,39100.0,Weserstadion,Guido Winkmann,3,1
961,Regular Season,Tue,2018-09-25,20:30,Hannover 96,1.7,1 3,1.9,Hoffenheim,33500.0,HDI-Arena,Christian Dingert,1,3
962,Regular Season,Tue,2018-09-25,20:30,Bayern Munich,1.7,1 1,1.3,Augsburg,75000.0,Allianz Arena,Sören Storks,1,1
963,Regular Season,Tue,2018-09-25,20:30,Freiburg,1.5,1 0,0.8,Schalke 04,24000.0,Schwarzwald-Stadion,Frank Willenborg,1,0
964,Regular Season,Wed,2018-09-26,18:30,Düsseldorf,2.2,1 2,1.7,Leverkusen,40046.0,Merkur Spielarena,Manuel Gräfe,1,2
965,Regular Season,Wed,2018-09-26,20:30,RB Leipzig,3.2,2 0,0.7,Stuttgart,32187.0,Red Bull Arena,Robert Schröder,2,0
966,Regular Season,Wed,2018-09-26,20:30,Dortmund,2.1,7 0,0.1,Nürnberg,75700.0,Signal Iduna Park,Patrick Ittrich,7,0
967,Regular Season,Wed,2018-09-26,20:30,Mainz 05,0.4,0 0,1.0,Wolfsburg,19205.0,Opel Arena,Tobias Stieler,0,0
968,Regular Season,Wed,2018-09-26,20:30,M'Gladbach,1.6,3 1,1.3,Eint Frankfurt,41257.0,Stadion im Borussia-Park,Sven Jablonski,3,1
969,Regular Season,Fri,2018-09-28,20:30,Hertha BSC,1.1,2 0,1.8,Bayern Munich,74669.0,Olympiastadion Berlin,Marco Fritz,2,0
970,Regular Season,Sat,2018-09-29,15:30,Schalke 04,1.0,1 0,0.9,Mainz 05,61810.0,Veltins-Arena,Benjamin Cortus,1,0
971,Regular Season,Sat,2018-09-29,15:30,Stuttgart,2.3,2 1,1.5,Werder Bremen,58569.0,Mercedes-Benz Arena,Tobias Welz,2,1
972,Regular Season,Sat,2018-09-29,15:30,Nürnberg,2.2,3 0,1.1,Düsseldorf,36102.0,Max-Morlock-Stadion,Harm Osmers,3,0
973,Regular Season,Sat,2018-09-29,15:30,Hoffenheim,1.8,1 2,1.6,RB Leipzig,28115.0,PreZero Arena,Deniz Aytekin,1,2
974,Regular Season,Sat,2018-09-29,15:30,Wolfsburg,1.3,2 2,0.7,M'Gladbach,24100.0,Volkswagen Arena,Felix Zwayer,2,2
975,Regular Season,Sat,2018-09-29,18:30,Leverkusen,1.1,2 4,2.7,Dortmund,30210.0,BayArena,Felix Brych,2,4
976,Regular Season,Sun,2018-09-30,15:30,Eint Frankfurt,2.1,4 1,0.4,Hannover 96,46300.0,Commerzbank-Arena,Robert Hartmann,4,1
977,Regular Season,Sun,2018-09-30,18:00,Augsburg,3.8,4 1,1.5,Freiburg,26488.0,WWK Arena,Robert Kampka,4,1
978,Regular Season,Fri,2018-10-05,20:30,Werder Bremen,1.0,2 0,0.4,Wolfsburg,42100.0,Weserstadion,Martin Petersen,2,0
979,Regular Season,Sat,2018-10-06,15:30,Düsseldorf,0.6,0 2,1.6,Schalke 04,52000.0,Merkur Spielarena,Sven Jablonski,0,2
980,Regular Season,Sat,2018-10-06,15:30,Mainz 05,2.1,0 0,1.5,Hertha BSC,22405.0,Opel Arena,Daniel Schlager,0,0
981,Regular Season,Sat,2018-10-06,15:30,Hannover 96,1.7,3 1,0.9,Stuttgart,40800.0,HDI-Arena,Sascha Stegemann,3,1
982,Regular Season,Sat,2018-10-06,15:30,Dortmund,1.9,4 3,2.2,Augsburg,81365.0,Signal Iduna Park,Markus Schmidt,4,3
983,Regular Season,Sat,2018-10-06,18:30,Bayern Munich,1.6,0 3,0.5,M'Gladbach,75000.0,Allianz Arena,Frank Willenborg,0,3
984,Regular Season,Sun,2018-10-07,13:30,Freiburg,0.3,0 0,1.1,Leverkusen,23800.0,Schwarzwald-Stadion,Bastian Dankert,0,0
985,Regular Season,Sun,2018-10-07,15:30,Hoffenheim,2.2,1 2,1.0,Eint Frankfurt,29785.0,PreZero Arena,Daniel Siebert,1,2
986,Regular Season,Sun,2018-10-07,18:00,RB Leipzig,2.1,6 0,0.2,Nürnberg,37389.0,Red Bull Arena,Tobias Stieler,6,0
987,Regular Season,Fri,2018-10-19,20:30,Eint Frankfurt,3.7,7 1,1.0,Düsseldorf,51000.0,Commerzbank-Arena,Deniz Aytekin,7,1
988,Regular Season,Sat,2018-10-20,15:30,Nürnberg,1.3,1 3,2.2,Hoffenheim,36472.0,Max-Morlock-Stadion,Felix Zwayer,1,3
989,Regular Season,Sat,2018-10-20,15:30,Leverkusen,2.2,2 2,0.6,Hannover 96,26435.0,BayArena,Patrick Ittrich,2,2
990,Regular Season,Sat,2018-10-20,15:30,Stuttgart,1.0,0 4,1.2,Dortmund,59000.0,Mercedes-Benz Arena,Manuel Gräfe,0,4
991,Regular Season,Sat,2018-10-20,15:30,Augsburg,0.2,0 0,0.9,RB Leipzig,28703.0,WWK Arena,Tobias Welz,0,0
992,Regular Season,Sat,2018-10-20,15:30,Wolfsburg,1.4,1 3,2.7,Bayern Munich,30000.0,Volkswagen Arena,Guido Winkmann,1,3
993,Regular Season,Sat,2018-10-20,18:30,Schalke 04,1.4,0 2,0.4,Werder Bremen,62271.0,Veltins-Arena,Christian Dingert,0,2
994,Regular Season,Sun,2018-10-21,15:30,Hertha BSC,1.1,1 1,0.7,Freiburg,53716.0,Olympiastadion Berlin,Benjamin Cortus,1,1
995,Regular Season,Sun,2018-10-21,18:00,M'Gladbach,2.6,4 0,1.2,Mainz 05,51123.0,Stadion im Borussia-Park,Sören Storks,4,0
996,Regular Season,Fri,2018-10-26,20:30,Freiburg,1.5,3 1,1.2,M'Gladbach,24000.0,Schwarzwald-Stadion,Robert Hartmann,3,1
997,Regular Season,Sat,2018-10-27,15:30,Hannover 96,0.8,1 2,1.6,Augsburg,37600.0,HDI-Arena,Robert Kampka,1,2
998,Regular Season,Sat,2018-10-27,15:30,Dortmund,3.7,2 2,2.1,Hertha BSC,81000.0,Signal Iduna Park,Sascha Stegemann,2,2
999,Regular Season,Sat,2018-10-27,15:30,Mainz 05,0.3,1 2,2.2,Bayern Munich,33305.0,Opel Arena,Harm Osmers,1,2
1000,Regular Season,Sat,2018-10-27,15:30,Düsseldorf,0.6,0 3,2.0,Wolfsburg,38043.0,Merkur Spielarena,Daniel Schlager,0,3
1001,Regular Season,Sat,2018-10-27,18:30,Hoffenheim,2.9,4 0,0.5,Stuttgart,30150.0,PreZero Arena,Frank Willenborg,4,0
1002,Regular Season,Sun,2018-10-28,13:30,Nürnberg,1.0,1 1,1.6,Eint Frankfurt,42154.0,Max-Morlock-Stadion,Robert Schröder,1,1
1003,Regular Season,Sun,2018-10-28,15:30,RB Leipzig,0.7,0 0,0.5,Schalke 04,41939.0,Red Bull Arena,Felix Brych,0,0
1004,Regular Season,Sun,2018-10-28,18:00,Werder Bremen,1.9,2 6,3.9,Leverkusen,40400.0,Weserstadion,Marco Fritz,2,6
1005,Regular Season,Fri,2018-11-02,20:30,Stuttgart,1.0,0 3,3.1,Eint Frankfurt,58016.0,Mercedes-Benz Arena,Sven Jablonski,0,3
1006,Regular Season,Sat,2018-11-03,15:30,Schalke 04,2.8,3 1,1.9,Hannover 96,61959.0,Veltins-Arena,Markus Schmidt,3,1
1007,Regular Season,Sat,2018-11-03,15:30,Leverkusen,1.6,1 4,1.6,Hoffenheim,27589.0,BayArena,Tobias Stieler,1,4
1008,Regular Season,Sat,2018-11-03,15:30,Bayern Munich,2.0,1 1,0.3,Freiburg,75000.0,Allianz Arena,Felix Zwayer,1,1
1009,Regular Season,Sat,2018-11-03,15:30,Augsburg,1.6,2 2,1.4,Nürnberg,30660.0,WWK Arena,Patrick Ittrich,2,2
1010,Regular Season,Sat,2018-11-03,15:30,Wolfsburg,0.6,0 1,1.4,Dortmund,30000.0,Volkswagen Arena,Daniel Siebert,0,1
1011,Regular Season,Sat,2018-11-03,18:30,Hertha BSC,1.4,0 3,3.7,RB Leipzig,50382.0,Olympiastadion Berlin,Deniz Aytekin,0,3
1012,Regular Season,Sun,2018-11-04,15:30,M'Gladbach,3.5,3 0,0.8,Düsseldorf,54022.0,Stadion im Borussia-Park,Felix Brych,3,0
1013,Regular Season,Sun,2018-11-04,18:00,Mainz 05,0.8,2 1,1.6,Werder Bremen,25105.0,Opel Arena,Guido Winkmann,2,1
1014,Regular Season,Fri,2018-11-09,20:30,Hannover 96,2.1,2 1,3.2,Wolfsburg,35800.0,HDI-Arena,Marco Fritz,2,1
1015,Regular Season,Sat,2018-11-10,15:30,Freiburg,1.3,1 3,0.9,Mainz 05,24000.0,Schwarzwald-Stadion,Sascha Stegemann,1,3
1016,Regular Season,Sat,2018-11-10,15:30,Nürnberg,0.5,0 2,1.5,Stuttgart,50000.0,Max-Morlock-Stadion,Christian Dingert,0,2
1017,Regular Season,Sat,2018-11-10,15:30,Düsseldorf,2.7,4 1,0.8,Hertha BSC,38743.0,Merkur Spielarena,Robert Hartmann,4,1
1018,Regular Season,Sat,2018-11-10,15:30,Hoffenheim,2.3,2 1,1.3,Augsburg,27009.0,PreZero Arena,Robert Schröder,2,1
1019,Regular Season,Sat,2018-11-10,15:30,Werder Bremen,1.4,1 3,2.0,M'Gladbach,42100.0,Weserstadion,Sören Storks,1,3
1020,Regular Season,Sat,2018-11-10,18:30,Dortmund,2.5,3 2,2.1,Bayern Munich,81365.0,Signal Iduna Park,Manuel Gräfe,3,2
1021,Regular Season,Sun,2018-11-11,15:30,RB Leipzig,2.2,3 0,0.4,Leverkusen,36155.0,Red Bull Arena,Martin Petersen,3,0
1022,Regular Season,Sun,2018-11-11,18:00,Eint Frankfurt,1.7,3 0,0.8,Schalke 04,50700.0,Commerzbank-Arena,Benjamin Cortus,3,0
1023,Regular Season,Fri,2018-11-23,20:30,Leverkusen,2.9,2 0,0.6,Stuttgart,24632.0,BayArena,Robert Schröder,2,0
1024,Regular Season,Sat,2018-11-24,15:30,Hertha BSC,3.3,3 3,1.5,Hoffenheim,44508.0,Olympiastadion Berlin,Tobias Welz,3,3
1025,Regular Season,Sat,2018-11-24,15:30,Bayern Munich,2.6,3 3,1.5,Düsseldorf,75000.0,Allianz Arena,Sven Jablonski,3,3
1026,Regular Season,Sat,2018-11-24,15:30,Wolfsburg,1.7,1 0,0.5,RB Leipzig,22832.0,Volkswagen Arena,Tobias Stieler,1,0
1027,Regular Season,Sat,2018-11-24,15:30,Mainz 05,1.0,1 2,1.2,Dortmund,33305.0,Opel Arena,Deniz Aytekin,1,2
1028,Regular Season,Sat,2018-11-24,15:30,Augsburg,2.2,1 3,3.5,Eint Frankfurt,30660.0,WWK Arena,Felix Zwayer,1,3
1029,Regular Season,Sat,2018-11-24,18:30,Schalke 04,2.7,5 2,2.1,Nürnberg,62271.0,Veltins-Arena,Guido Winkmann,5,2
1030,Regular Season,Sun,2018-11-25,15:30,Freiburg,2.8,1 1,2.3,Werder Bremen,24000.0,Schwarzwald-Stadion,Bastian Dankert,1,1
1031,Regular Season,Sun,2018-11-25,18:00,M'Gladbach,1.8,4 1,0.5,Hannover 96,48692.0,Stadion im Borussia-Park,Daniel Siebert,4,1
1032,Regular Season,Fri,2018-11-30,20:30,Düsseldorf,1.6,0 1,0.9,Mainz 05,37091.0,Merkur Spielarena,Manuel Gräfe,0,1
1033,Regular Season,Sat,2018-12-01,15:30,Stuttgart,0.6,1 0,1.1,Augsburg,52739.0,Mercedes-Benz Arena,Harm Osmers,1,0
1034,Regular Season,Sat,2018-12-01,15:30,Hannover 96,1.1,0 2,1.3,Hertha BSC,35800.0,HDI-Arena,Felix Brych,0,2
1035,Regular Season,Sat,2018-12-01,15:30,Werder Bremen,0.5,1 2,2.4,Bayern Munich,42100.0,Weserstadion,Christian Dingert,1,2
1036,Regular Season,Sat,2018-12-01,15:30,Dortmund,2.5,2 0,0.1,Freiburg,81365.0,Signal Iduna Park,Frank Willenborg,2,0
1037,Regular Season,Sat,2018-12-01,18:30,Hoffenheim,2.1,1 1,2.2,Schalke 04,30000.0,PreZero Arena,Robert Kampka,1,1
1038,Regular Season,Sun,2018-12-02,15:30,RB Leipzig,2.1,2 0,0.6,M'Gladbach,41939.0,Red Bull Arena,Markus Schmidt,2,0
1039,Regular Season,Sun,2018-12-02,18:00,Eint Frankfurt,1.7,1 2,1.1,Wolfsburg,48000.0,Commerzbank-Arena,Sascha Stegemann,1,2
1040,Regular Season,Mon,2018-12-03,20:30,Nürnberg,0.7,1 1,1.6,Leverkusen,32238.0,Max-Morlock-Stadion,Bibiana Steinhaus,1,1
1041,Regular Season,Fri,2018-12-07,20:30,Werder Bremen,1.9,3 1,1.2,Düsseldorf,41500.0,Weserstadion,Marco Fritz,3,1
1042,Regular Season,Sat,2018-12-08,15:30,Freiburg,2.0,3 0,1.0,RB Leipzig,23800.0,Schwarzwald-Stadion,Tobias Welz,3,0
1043,Regular Season,Sat,2018-12-08,15:30,Bayern Munich,2.1,3 0,0.2,Nürnberg,75000.0,Allianz Arena,Tobias Stieler,3,0
1044,Regular Season,Sat,2018-12-08,15:30,Wolfsburg,0.5,2 2,2.0,Hoffenheim,20602.0,Volkswagen Arena,Felix Zwayer,2,2
1045,Regular Season,Sat,2018-12-08,15:30,Leverkusen,1.7,1 0,0.8,Augsburg,25558.0,BayArena,Bastian Dankert,1,0
1046,Regular Season,Sat,2018-12-08,15:30,Schalke 04,1.4,1 2,1.5,Dortmund,61767.0,Veltins-Arena,Daniel Siebert,1,2
1047,Regular Season,Sat,2018-12-08,18:30,Hertha BSC,0.4,1 0,1.4,Eint Frankfurt,42578.0,Olympiastadion Berlin,Daniel Schlager,1,0
1048,Regular Season,Sun,2018-12-09,15:30,Mainz 05,2.8,1 1,1.4,Hannover 96,23305.0,Opel Arena,Robert Hartmann,1,1
1049,Regular Season,Sun,2018-12-09,18:00,M'Gladbach,1.2,3 0,0.9,Stuttgart,48590.0,Stadion im Borussia-Park,Deniz Aytekin,3,0
1050,Regular Season,Fri,2018-12-14,20:30,Nürnberg,0.8,0 2,0.8,Wolfsburg,29604.0,Max-Morlock-Stadion,Sven Jablonski,0,2
1051,Regular Season,Sat,2018-12-15,15:30,Stuttgart,1.0,2 1,1.1,Hertha BSC,47680.0,Mercedes-Benz Arena,Sascha Stegemann,2,1
1052,Regular Season,Sat,2018-12-15,15:30,Hoffenheim,2.8,0 0,0.5,M'Gladbach,30150.0,PreZero Arena,Benjamin Cortus,0,0
1053,Regular Season,Sat,2018-12-15,15:30,Hannover 96,0.1,0 4,3.4,Bayern Munich,49000.0,HDI-Arena,Sören Storks,0,4
1054,Regular Season,Sat,2018-12-15,15:30,Düsseldorf,2.1,2 0,0.9,Freiburg,39301.0,Merkur Spielarena,Harm Osmers,2,0
1055,Regular Season,Sat,2018-12-15,15:30,Augsburg,1.9,1 1,0.6,Schalke 04,27233.0,WWK Arena,Manuel Gräfe,1,1
1056,Regular Season,Sat,2018-12-15,18:30,Dortmund,2.3,2 1,0.4,Werder Bremen,81365.0,Signal Iduna Park,Guido Winkmann,2,1
1057,Regular Season,Sun,2018-12-16,15:30,RB Leipzig,3.2,4 1,1.0,Mainz 05,30136.0,Red Bull Arena,Martin Petersen,4,1
1058,Regular Season,Sun,2018-12-16,18:00,Eint Frankfurt,3.5,2 1,1.1,Leverkusen,46500.0,Commerzbank-Arena,Felix Brych,2,1
1059,Regular Season,Tue,2018-12-18,18:30,M'Gladbach,2.7,2 0,0.9,Nürnberg,42323.0,Stadion im Borussia-Park,Robert Schröder,2,0
1060,Regular Season,Tue,2018-12-18,20:30,Wolfsburg,1.2,2 0,0.6,Stuttgart,21780.0,Volkswagen Arena,Robert Hartmann,2,0
1061,Regular Season,Tue,2018-12-18,20:30,Düsseldorf,1.6,2 1,0.9,Dortmund,52000.0,Merkur Spielarena,Tobias Welz,2,1
1062,Regular Season,Tue,2018-12-18,20:30,Hertha BSC,2.0,2 2,0.6,Augsburg,27939.0,Olympiastadion Berlin,Frank Willenborg,2,2
1063,Regular Season,Wed,2018-12-19,18:30,Schalke 04,1.8,1 2,0.5,Leverkusen,61548.0,Veltins-Arena,Deniz Aytekin,1,2
1064,Regular Season,Wed,2018-12-19,20:30,Werder Bremen,2.5,1 1,1.5,Hoffenheim,40003.0,Weserstadion,Markus Schmidt,1,1
1065,Regular Season,Wed,2018-12-19,20:30,Freiburg,1.9,1 1,1.7,Hannover 96,23500.0,Schwarzwald-Stadion,Christian Dingert,1,1
1066,Regular Season,Wed,2018-12-19,20:30,Mainz 05,1.5,2 2,1.1,Eint Frankfurt,30805.0,Opel Arena,Daniel Siebert,2,2
1067,Regular Season,Wed,2018-12-19,20:30,Bayern Munich,1.8,1 0,0.4,RB Leipzig,75000.0,Allianz Arena,Marco Fritz,1,0
1068,Regular Season,Fri,2018-12-21,20:30,Dortmund,1.7,2 1,0.6,M'Gladbach,81365.0,Signal Iduna Park,Felix Zwayer,2,1
1069,Regular Season,Sat,2018-12-22,15:30,Leverkusen,2.5,3 1,1.6,Hertha BSC,27647.0,BayArena,Tobias Stieler,3,1
1070,Regular Season,Sat,2018-12-22,15:30,Stuttgart,1.6,1 3,2.2,Schalke 04,54022.0,Mercedes-Benz Arena,Felix Brych,1,3
1071,Regular Season,Sat,2018-12-22,15:30,Nürnberg,0.7,0 1,0.4,Freiburg,36190.0,Max-Morlock-Stadion,Robert Kampka,0,1
1072,Regular Season,Sat,2018-12-22,15:30,Hannover 96,0.5,0 1,0.9,Düsseldorf,34200.0,HDI-Arena,Bastian Dankert,0,1
1073,Regular Season,Sat,2018-12-22,15:30,RB Leipzig,1.9,3 2,2.0,Werder Bremen,40455.0,Red Bull Arena,Bibiana Steinhaus,3,2
1074,Regular Season,Sat,2018-12-22,18:30,Eint Frankfurt,1.1,0 3,1.9,Bayern Munich,51500.0,Commerzbank-Arena,Manuel Gräfe,0,3
1075,Regular Season,Sun,2018-12-23,15:30,Augsburg,0.9,2 3,2.1,Wolfsburg,28152.0,WWK Arena,Sören Storks,2,3
1076,Regular Season,Sun,2018-12-23,18:00,Hoffenheim,3.1,1 1,1.3,Mainz 05,28216.0,PreZero Arena,Sascha Stegemann,1,1
1077,Regular Season,Fri,2019-01-18,20:30,Hoffenheim,1.0,1 3,2.7,Bayern Munich,30150.0,PreZero Arena,Tobias Welz,1,3
1078,Regular Season,Sat,2019-01-19,15:30,Stuttgart,2.8,2 3,1.7,Mainz 05,51881.0,Mercedes-Benz Arena,Tobias Stieler,2,3
1079,Regular Season,Sat,2019-01-19,15:30,Leverkusen,1.8,0 1,0.7,M'Gladbach,29628.0,BayArena,Daniel Siebert,0,1
1080,Regular Season,Sat,2019-01-19,15:30,Augsburg,0.8,1 2,1.1,Düsseldorf,27568.0,WWK Arena,Christian Dingert,1,2
1081,Regular Season,Sat,2019-01-19,15:30,Hannover 96,0.9,0 1,2.7,Werder Bremen,44300.0,HDI-Arena,Marco Fritz,0,1
1082,Regular Season,Sat,2019-01-19,15:30,Eint Frankfurt,2.7,3 1,1.6,Freiburg,49200.0,Commerzbank-Arena,Sven Jablonski,3,1
1083,Regular Season,Sat,2019-01-19,18:30,RB Leipzig,1.3,0 1,1.0,Dortmund,41939.0,Red Bull Arena,Deniz Aytekin,0,1
1084,Regular Season,Sun,2019-01-20,15:30,Nürnberg,1.0,1 3,2.3,Hertha BSC,36112.0,Max-Morlock-Stadion,Guido Winkmann,1,3
1085,Regular Season,Sun,2019-01-20,18:00,Schalke 04,2.5,2 1,1.4,Wolfsburg,58827.0,Veltins-Arena,Manuel Gräfe,2,1
1086,Regular Season,Fri,2019-01-25,20:30,Hertha BSC,0.9,2 2,1.0,Schalke 04,43027.0,Olympiastadion Berlin,Felix Brych,2,2
1087,Regular Season,Sat,2019-01-26,15:30,Wolfsburg,0.7,0 3,3.1,Leverkusen,21736.0,Volkswagen Arena,Felix Zwayer,0,3
1088,Regular Season,Sat,2019-01-26,15:30,Freiburg,2.0,2 4,2.5,Hoffenheim,23900.0,Schwarzwald-Stadion,Bibiana Steinhaus,2,4
1089,Regular Season,Sat,2019-01-26,15:30,M'Gladbach,1.9,2 0,0.6,Augsburg,42509.0,Stadion im Borussia-Park,Harm Osmers,2,0
1090,Regular Season,Sat,2019-01-26,15:30,Mainz 05,3.0,2 1,0.5,Nürnberg,22005.0,Opel Arena,Bastian Dankert,2,1
1091,Regular Season,Sat,2019-01-26,15:30,Dortmund,2.2,5 1,0.8,Hannover 96,81365.0,Signal Iduna Park,Manuel Gräfe,5,1
1092,Regular Season,Sat,2019-01-26,18:30,Werder Bremen,3.5,2 2,1.6,Eint Frankfurt,42100.0,Weserstadion,Markus Schmidt,2,2
1093,Regular Season,Sun,2019-01-27,15:30,Bayern Munich,2.2,4 1,0.9,Stuttgart,75000.0,Allianz Arena,Frank Willenborg,4,1
1094,Regular Season,Sun,2019-01-27,18:00,Düsseldorf,0.3,0 4,2.4,RB Leipzig,34394.0,Merkur Spielarena,Robert Hartmann,0,4
1095,Regular Season,Fri,2019-02-01,20:30,Hannover 96,0.1,0 3,3.0,RB Leipzig,32400.0,HDI-Arena,Daniel Schlager,0,3
1096,Regular Season,Sat,2019-02-02,15:30,Hertha BSC,1.4,0 1,1.2,Wolfsburg,39259.0,Olympiastadion Berlin,Bastian Dankert,0,1
1097,Regular Season,Sat,2019-02-02,15:30,Leverkusen,1.7,3 1,1.6,Bayern Munich,30210.0,BayArena,Tobias Stieler,3,1
1098,Regular Season,Sat,2019-02-02,15:30,Eint Frankfurt,1.0,1 1,1.5,Dortmund,51500.0,Commerzbank-Arena,Felix Zwayer,1,1
1099,Regular Season,Sat,2019-02-02,15:30,Nürnberg,1.3,1 1,0.9,Werder Bremen,35753.0,Max-Morlock-Stadion,Robert Kampka,1,1
1100,Regular Season,Sat,2019-02-02,15:30,Hoffenheim,1.8,1 1,0.9,Düsseldorf,24747.0,PreZero Arena,Benjamin Cortus,1,1
1101,Regular Season,Sat,2019-02-02,18:30,Schalke 04,0.4,0 2,1.6,M'Gladbach,62271.0,Veltins-Arena,Marco Fritz,0,2
1102,Regular Season,Sun,2019-02-03,15:30,Augsburg,3.3,3 0,0.3,Mainz 05,25733.0,WWK Arena,Sören Storks,3,0
1103,Regular Season,Sun,2019-02-03,18:00,Stuttgart,1.3,2 2,2.1,Freiburg,51009.0,Mercedes-Benz Arena,Deniz Aytekin,2,2
1104,Regular Season,Fri,2019-02-08,20:30,Mainz 05,1.7,1 5,2.7,Leverkusen,21905.0,Opel Arena,Robert Schröder,1,5
1105,Regular Season,Sat,2019-02-09,15:30,Dortmund,2.5,3 3,1.3,Hoffenheim,81365.0,Signal Iduna Park,Marco Fritz,3,3
1106,Regular Season,Sat,2019-02-09,15:30,Freiburg,1.0,3 3,1.7,Wolfsburg,23600.0,Schwarzwald-Stadion,Felix Brych,3,3
1107,Regular Season,Sat,2019-02-09,15:30,Hannover 96,1.7,2 0,1.1,Nürnberg,33700.0,HDI-Arena,Tobias Welz,2,0
1108,Regular Season,Sat,2019-02-09,15:30,RB Leipzig,1.7,0 0,0.4,Eint Frankfurt,38330.0,Red Bull Arena,Guido Winkmann,0,0
1109,Regular Season,Sat,2019-02-09,15:30,M'Gladbach,1.1,0 3,1.6,Hertha BSC,48232.0,Stadion im Borussia-Park,Martin Petersen,0,3
1110,Regular Season,Sat,2019-02-09,18:30,Bayern Munich,2.2,3 1,0.8,Schalke 04,75000.0,Allianz Arena,Daniel Siebert,3,1
1111,Regular Season,Sun,2019-02-10,15:30,Werder Bremen,1.2,4 0,1.2,Augsburg,40138.0,Weserstadion,Manuel Gräfe,4,0
1112,Regular Season,Sun,2019-02-10,18:00,Düsseldorf,1.9,3 0,1.2,Stuttgart,40211.0,Merkur Spielarena,Christian Dingert,3,0
1113,Regular Season,Fri,2019-02-15,20:30,Augsburg,0.4,2 3,1.8,Bayern Munich,30660.0,WWK Arena,Bibiana Steinhaus,2,3
1114,Regular Season,Sat,2019-02-16,15:30,Stuttgart,1.2,1 3,1.2,RB Leipzig,46072.0,Mercedes-Benz Arena,Felix Zwayer,1,3
1115,Regular Season,Sat,2019-02-16,15:30,Schalke 04,0.5,0 0,1.0,Freiburg,58271.0,Veltins-Arena,Frank Willenborg,0,0
1116,Regular Season,Sat,2019-02-16,15:30,Wolfsburg,2.0,3 0,0.8,Mainz 05,20334.0,Volkswagen Arena,Benjamin Cortus,3,0
1117,Regular Season,Sat,2019-02-16,15:30,Hoffenheim,3.4,3 0,0.4,Hannover 96,23404.0,PreZero Arena,Daniel Siebert,3,0
